MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21530491,5300000,85637,-1.103.782,31.356.362,2154,5272,1941,13,10,10500,0,"Dishwasher, Freezer, Refrigerator, Oven",6,"Mexican Tile, Wood",0
21529082,4200000,85646,-111.045.371,31.594.213,1707,10422.36,1997,2,2,7300,0,"Dishwasher, Garbage Disposal",5,"Natural Stone, Other",0
3054672,4200000,85646,-111.040.707,31.594.844,1707,10482,1997,2,3,None,None,"Dishwasher, Garbage Disposal, Refrigerator",5,"Natural Stone, Other: Rock",None
21919321,4500000,85646,-111.035.925,31.645.878,636.67,8418.58,1930,7,5,9019,4,"Dishwasher, Double Sink, Pantry: Butler, Refrigerator",4,"Ceramic Tile, Laminate, Wood",None
21306357,3411450,85750,-110.813.768,32.285.162,3.21,15393,1995,4,6,6396,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Concrete",55
21528016,3250000,85718,-110.910.593,3.233.909,1.67,27802.84,1999,3,4,6842,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood, Other",422
21610478,2400000,85712,-110.883.315,32.261.069,2.1,19038.42,2001,9,8,12025,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21211741,2500000,85750,-110.861.002,32.331.603,01.07,21646,2011,6,8,8921,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",220
21324646,3700000,85718,-110.912.156,32.343.601,6.73,25094.39,2002,5,7,5238,3,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone, Wood, Other",421
21812010,3250000,85750,-11.083.795,32.327.575,3.53,18936.11,2007,5,6,6480,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: CORIAN, Microwave: Built In, Oven: Built In",2,"Carpet, Concrete",141.67
21900396,2776518,85640,-111.045.441,31.562.121,147.18,7330.36,1935,5,5,5067,5,"Freezer, Refrigerator, Appliance Color: Stainless, Countertops: wood and granite, Oven: 2 ovens-Main 1-GH",5,"Concrete, Natural Stone, Wood",None
21131956,2050000,85718,-110.918.294,32.341.609,1.65,24353,2009,5,6,7230,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",357
21217839,2100000,85637,-110.736.202,31.721.347,29.6,11723,1995,6,7,6454,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Natural Stone, Wood",0
21625369,2200000,85658,-111.049.837,32.483.063,1.82,5198.58,2015,4,6,5826,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,148
21534099,3000000,85739,-110.883.068,32.508.778,0,29669,2008,3,3,3095,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",20
21225585,2600000,85739,-110.883.252,32.507.699,0,18044,2008,3,3,3095,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21700487,3000000,85750,-110.843.588,32.327.533,3.1,24040.26,2002,3,6,7756,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite",3,"Carpet, Natural Stone",142
21300933,2500000,85718,-110.942.458,32.350.702,1.25,19565.2,2010,4,5,5338,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",173
21324339,2600000,85739,-110.883.239,3.250.904,0,17567.18,2008,3,3,3095,0,"Dishwasher, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21400806,2800000,85750,-110.837.572,32.328.412,93,22320,1983,4,5,6050,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone, Wood",167
21207846,2600000,85739,-110.883.065,32.508.778,0,8753.35,2008,3,3,3095,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",0
21301309,2000000,85750,-110.848.679,32.321.134,0.64,11322,2001,5,6,7471,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood, Other",123
21503191,2400000,85718,-110.918.097,32.337.925,3.42,22655.99,2005,4,7,6356,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",421
21331920,1950000,85718,-110.933.703,32.304.249,13.16,16354,1936,7,8,5645,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",7,"Carpet, Concrete, Mexican Tile",0
21701192,2400000,85750,-110.809.735,32.280.309,0.64,13519.82,1998,3,4,4651,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Marble",3,"Carpet, Ceramic Tile, Natural Stone",300
21828650,2550000,85718,-110.922.044,32.290.263,2.84,22070.48,2004,5,8,8110,4,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Countertops: granite",6,"Carpet, Concrete, Natural Stone, Wood",194
21830939,2600000,85739,-110.883.055,32.508.861,0.15,30072.26,2008,3,3,3095,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Concrete, Microwave: Drawer",3,"Natural Stone, Wood","1,717"
21810373,2350000,85658,-111.039.845,32.451.596,13,31275,2007,3,5,5391,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Built In, Oven: Double Wall",6,Concrete,342
21332804,2175000,85718,-110.910.663,32.338.282,1.27,21795.32,1997,5,6,7132,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",2,"Carpet, Natural Stone",422
21424469,2500000,85609,-110.095.713,32.057.222,1048.18,2441.6,1985,2,2,2895,0,"Refrigerator, Oven",1,"Carpet, Mexican Tile, Other",0
21906412,2350000,85750,-110.858.327,32.331.597,1.55,5931,2018,6,6,6083,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",3,Natural Stone,240
21903141,2100000,85718,-110.913.573,32.337.226,01.01,5785,2019,4,5,5767,3,"Desk, Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite & Quartz, Microwave: Stainless, Oven: Stainless",3,"Carpet, Other: Porcelain",437
21402096,1900000,85750,-11.084.391,3.232.846,1.16,16714,2002,4,4,5333,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",112
21120740,2050000,85718,-110.945.806,32.353.228,3.22,26856.69,2010,4,6,6226,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Other",199
21032556,2150000,85718,-110.915.749,32.338.765,1.91,20960.92,2000,4,6,6224,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Other",357
21307177,2495000,85637,-110.740.635,31.720.431,131,1220.32,0,13,15,13000,0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Mexican Tile",0
21709268,2000000,85718,-110.937.229,32.300.525,3.72,16276,1935,7,6,7569,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Concrete, Natural Stone, Wood",0
21728051,2200000,85750,-110.843.873,32.328.339,2.2,20084,2002,4,4,5333,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2,"Carpet, Natural Stone",178
21320351,2200000,85640,-111.043.773,31.562.102,147.18,3902,1935,5,5,4317,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",4,"Ceramic Tile, Mexican Tile",0
4113243,2200000,85640,-11.104.463,31.562.185,147.18,3902.44,1935,5,4.5,4963,5,"Dishwasher, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator",4,"Carpet, Mexican Tile",None
21221120,2224506,85658,-111.096.767,32.467.444,0.77,1286.59,2012,3,4,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21801268,2152700,85718,-110.885.186,32.327.916,1.55,16052.89,2009,5,7,6755,3,"Dishwasher, Double Sink, Gas Range, Indoor Grill, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless, Oven: stainless",4,"Carpet, Natural Stone, Wood",258
21300209,1900000,85718,-110.931.119,32.290.474,01.08,26642.7,2008,5,8,7831,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood",0
21911058,2110000,85718,-110.951.287,32.347.679,2.66,20530.88,2012,4,7,7150,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: wolf, Oven: wolf",4,"Carpet, Natural Stone, Vinyl",188
21824716,2331000,85718,-110.941.781,3.235.081,1.26,6656.2,2018,4,6,5550,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: quartz",1,Ceramic Tile,169
21512684,2200000,85755,-110.969.086,32.462.364,3.16,26641.26,2002,4,7,7280,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",124
21707019,2296443,85658,-111.096.171,32.467.398,0.91,1896.71,2018,3,4,4850,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator",2,"Carpet, Natural Stone",550
21605559,2197500,85750,-110.860.852,32.330.665,1.14,7292,2016,6,6,6202,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21600003,1850000,85658,-11.103.963,32.455.202,8.41,22677.81,2008,4,8,7182,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator",6,"Natural Stone, Wood",320
21818418,1800000,86024,-111.228.462,34.596.971,59.3,4509.9,2003,2,3,1999,2,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Microwave: built in",1,"Carpet, Wood, Other: Brick",None
21602043,1800000,85750,-11.084.556,32.327.714,1.32,20206,2002,4,7,6800,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Wood, Other",142
21304804,1720000,85750,-110.842.141,32.275.319,19,14631.69,1954,3,5,5042,0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Ceramic Tile, Mexican Tile, Wood",0
21633384,1950000,85755,-110.992.676,32.464.204,1.18,21063,2002,4,6,6622,6,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Marble & Granite",3,"Carpet, Natural Stone, Other: Brick Pavers",213
21424173,2150000,85739,-11.088.366,32.509.721,0,19060.81,2008,2,3,2729,0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",20
21521984,2037500,85718,-11.091.839,32.343.176,3.26,32442.22,2003,3,5,9630,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",421
21704772,1920000,85718,-110.910.653,32.338.271,1.27,24316,1997,5,6,7132,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",422
21419075,1999500,85718,-110.942.588,32.349.069,01.09,15250.76,2002,4,5,5795,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
21601233,1750000,85718,-110.877.379,32.331.167,1.31,10956.02,1994,4,6,4907,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21317132,2117552,85658,-111.092.958,32.472.956,0.63,1340.87,2014,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21528215,2000000,85749,-110.767.568,32.301.553,3.72,17077.5,2004,5,5,8265,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",105
21706549,1995000,85750,-110.860.305,32.323.825,1.15,3292,2017,6,6,6107,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator",3,Natural Stone,55
21816349,2000000,85715,-110.862.142,32.264.695,103,7069.16,1967,3,5,3969,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Countertops: granite, Microwave: yes, Oven: yes",1,Wood,None
21808178,1295000,85637,-110.683.575,31.684.722,273.03,8411.94,1995,3,4,2681,6,Dishwasher,1,Mexican Tile,None
21921151,1950000,85658,-111.063.603,3.245.318,3.57,14425.8,2013,2,3,3140,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Other, Countertops: Ceaserstone, Microwave: Built In Wall, Oven: Built In Wall",3,"Carpet, Ceramic Tile, Natural Stone",148
21500672,1775000,85658,-111.095.814,32.471.097,0.46,14748.57,2008,5,6,5349,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",550
21427645,1600000,85750,-110.864.694,32.331.871,01.04,14202,1994,5,8,6677,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Concrete, Natural Stone, Wood",220
21513759,1995000,85718,-110.912.989,32.341.088,1.88,27781.84,2004,4,6,6236,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",422
21229338,1800000,85712,-110.883.315,32.261.069,2.1,23156.58,2001,9,8,10258,4,"Dishwasher, Garbage Disposal, Oven",6,"Carpet, Natural Stone, Wood, Other",0
21304760,1750000,85718,-110.922.363,32.312.618,1.22,10780,2004,5,5,5338,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,159
21806714,1897000,85750,-11.084.556,32.327.725,1.32,21910,2002,4,7,6800,3,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: Granite, Oven: Oven",4,"Carpet, Wood, Other: Flagstone",142
21800057,1800000,85718,-110.908.631,32.299.399,1.42,4127.07,2018,5,6,5634,4,"Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite",3,"Carpet, Natural Stone",193
21902520,1950000,85715,-110.856.406,32.255.235,1.97,10191.82,2013,4,6,5097,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: slate/honed Granite, Microwave: Thermador, Oven: Thermador",4,"Ceramic Tile, Concrete, Wood, Other: Marble-Master Bath",69
21826787,1800000,85718,-110.930.531,32.292.393,5.28,12074.17,1943,5,4,5324,2,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: GRANITE",3,Concrete,None
21909947,1950000,85718,-110.915.343,32.288.005,1.57,3767.38,2019,4,6,4714,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",2,Concrete,208
21905469,1500000,85658,-111.036.573,3.245.575,4.15,23880.63,2009,3,4,5440,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Viking, Oven: Gas",3,Ceramic Tile,342
21129203,1795000,85718,-110.913.897,3.233.625,0.86,12529,2005,5,5,6299,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21731870,1700000,85749,-110.760.047,32.238.923,18.17,8602.57,1953,4,4,2385,0,Electric Range,2,"Ceramic Tile, Concrete",None
21604057,1751330,85718,-110.943.375,32.348.627,1.16,21083.04,2009,5,6,7756,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",169
21616189,1775000,85718,-110.951.287,32.347.679,2.66,25315.81,2012,4,7,7150,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",168
21202108,1900000,85750,-110.858.992,32.332.548,1.3,11690.67,2006,4,5,5843,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Concrete",191
21226060,1912500,85718,-110.920.123,3.228.567,2.22,16702,2008,5,8,6602,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",194
21222026,1890000,85715,-110.859.528,32.262.883,1.17,8437.36,1968,4,5,4801,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Concrete, Wood",79
21801745,1750000,85718,-110.875.675,32.335.414,3.81,15484,1982,4,6,6354,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Countertops: granite, Microwave: Wolf, Oven: Wolf",4,"Carpet, Natural Stone",None
21900189,1860000,85718,-110.942.071,32.350.188,01.09,5943.38,2018,5,5,5764,4,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",3,"Carpet, Ceramic Tile, Natural Stone",157
21728412,1825000,85718,-110.919.685,32.342.472,01.02,18578.95,1995,5,7,7451,3,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Countertops: Granite, Oven: Double",4,"Ceramic Tile, Natural Stone, Wood, Other: Marble, Granite",323
21506488,1400000,85750,-110.807.964,32.282.133,0.32,7434,1999,3,4,3058,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood","1,1"
21230229,1700000,85718,-110.924.011,3.234.114,0,17874.58,2005,5,6,6719,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,250
21111686,1750000,85718,-110.924.898,32.310.463,01.08,16026.21,2006,5,6,6264,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Natural Stone,158
21409830,1909299,85658,-111.096.949,32.467.874,0.46,1609.59,2015,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",550
21625846,1750000,85749,-11.076.159,32.302.163,3.71,13947.44,2005,4,6,6239,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",127
21722350,1658695,85718,-110.913.585,32.341.397,2.18,23203,2001,4,7,7185,3,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis",2,"Carpet, Ceramic Tile, Other: Marble",422
21604114,1675000,85718,-11.094.552,32.350.191,1.15,17921,2007,4,5,5813,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",169
21619445,1800000,85658,-111.063.488,32.461.205,2,1974,2016,3,4,5000,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Other",149
21705708,1960000,85718,-110.894.648,32.335.454,4.2,17435.04,2001,5,8,7043,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Natural Stone",83
21204564,1600000,85658,-111.089.977,32.466.875,0.65,5121,2011,3,4,3625,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",118
21317138,1680000,85750,-110.866.463,32.331.701,1.26,3646.42,2013,5,5,5432,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",220
21221092,1750000,85658,-111.095.519,32.471.311,0.47,11139.1,2008,4,5,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,550
21901825,1937000,85658,-111.093.751,32.470.017,0.58,1989.9,2019,4,5,3620,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range",2,Natural Stone,550
21409831,1831392,85658,-111.097.132,32.468.215,0.46,1609.59,2015,3,4,3276,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21412375,1650000,85658,-111.036.562,32.455.744,4.15,18658,2009,3,4,5440,3,"Dishwasher, Refrigerator, Microwave, Oven",3,Concrete,250
21522589,2100000,85718,-110.885.186,32.327.907,1.55,15668.99,2009,5,7,6755,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",258
21814436,1450000,85624,-110.738.083,31.533.643,164.3,0,1997,1,1,3576,0,Missing: All Appliances,0,Concrete,None
21326674,1700000,85750,-110.846.362,3.232.963,1.12,17898,2002,4,5,6400,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Concrete, Natural Stone",123
21601186,1625000,85718,-110.935.902,32.305.132,04.01,17309.98,1981,5,6,6050,3,"Dishwasher, Refrigerator, Microwave",9,"Concrete, Wood",0
21601560,1500000,85718,-110.949.807,32.344.544,1.36,14846.62,2003,4,5,5276,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",158
21705735,1744900,85658,-111.059.749,32.453.961,2.19,16352.08,2008,3,4,4817,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",142
21206095,1650000,85658,-111.044.736,32.444.906,3.3,13874.6,2008,4,5,6496,4,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",4,Concrete,0
21417996,1700000,85755,-110.995.365,32.473.032,1.77,7204.38,2012,4,5,4321,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",142
21422109,1650000,85750,-110.841.828,32.319.575,1,12094.04,2006,4,5,5600,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",0
21615519,1715000,85750,-110.864.627,32.332.365,01.02,15580.64,2003,5,6,6238,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,219
21512252,1700000,85658,-111.094.521,32.468.716,0.85,1795.34,2014,4,5,4724,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
21202800,1500000,85750,-110.848.033,32.320.662,01.04,12870,1998,4,6,5838,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Wood, Other",88
21218186,1500000,85750,-110.832.822,32.324.816,0.83,15541,2007,3,4,5112,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",50
21304206,1600000,85755,-111.001.545,32.469.205,01.02,12718,2008,3,4,4411,2,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,153
21704185,1550000,85658,-111.061.767,32.466.473,02.06,15981.8,2007,3,4,3670,3,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",127
21823642,1695000,85718,-110.917.749,32.300.739,1.11,19110.45,2008,6,6,7855,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Butler, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Microwave: Stainless, Oven: 2 OVENS",3,"Carpet, Natural Stone, Wood",180
21713244,1645000,85718,-110.877.434,3.233.054,0.97,13214.97,2011,6,5,5443,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",4,"Carpet, Natural Stone",259
21402064,1450000,85750,-110.838.615,32.329.529,6.52,12737.71,1993,4,5,4897,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",128
21123657,1700000,85750,-110.844.064,32.329.358,0.48,10061,1998,3,3,3871,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3,"Carpet, Ceramic Tile",117
21509039,2272554,85658,-111.097.984,32.472.085,2.45,2593.23,2015,3,4,4724,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
21525697,1768000,85658,-111.093.975,32.469.749,0.6,1795.34,2016,3,4,4100,3,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
21808730,1865705,85658,-111.094.305,32.472.169,0.61,1989.9,2018,3,4,3300,3,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator",3,"Carpet, Natural Stone",None
21427813,1600000,85715,-110.859.359,32.263.948,01.06,9301.41,2002,5,5,5954,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",48
21513530,1675000,85745,-111.070.641,32.225.806,3.4,9083.19,2008,4,4,6550,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",0
21609967,1610000,85718,-110.946.612,32.341.676,1,5178,2016,4,5,4427,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,153
21303975,1600000,85718,-110.917.606,32.296.197,3.5,11720,2000,4,7,7037,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",130
21300903,1600000,85658,-111.046.669,32.481.937,1.7,18373,2008,4,5,6050,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone, Wood",132
21714557,1647313,85750,-110.848.604,32.321.979,0.5,17095,1998,6,8,8213,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",135
21905180,1690000,85718,-110.948.431,32.348.022,1.48,13525,2005,5,5,4779,4,"Dishwasher, Double Sink, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Stainless",3,"Natural Stone, Wood",157
21721961,1695000,85658,-111.052,324.831,1.5,21602,2008,4,5,5376,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Butler, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: GRANITE",3,"Natural Stone, Wood",152
