MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
21222403,600000,85755,-110.988.063,32.428.686,0.51,5713.2,2001,5,4,3375,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",12
21309940,650000,85742,-11.101.423,32.388.489,4.69,10337.05,2004,5,6,5525,3,"Garbage Disposal, Oven",2,"Carpet, Ceramic Tile",52
21306757,575000,85750,-110.813.412,32.278.021,0.75,6036.76,1987,6,4,4288,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Other",58
21317894,560000,85750,-110.859.501,32.321.643,1.51,6963,1991,5,4,4081,2,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",40
21320507,570000,85750,-110.867.919,32.295.054,0.6,4540.42,1987,4,6,3608,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",21
21307099,620000,85745,-1.110.647,3.224.177,2.63,3763.3,2013,3,3,2976,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Concrete",88
21706675,600000,85718,-110.930.946,32.311.127,2.62,7596.64,1980,3,3,3758,2,"Refrigerator, Oven",1,Mexican Tile,0
21712589,602000,85718,-1.109.084,32.332.445,1,4869.47,1998,3,3,2178,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Other,6
21705966,610000,85718,-110.930.621,32.314.355,1.3,5539,1965,6,5,3890,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",5,"Carpet, Ceramic Tile, Wood",4
21707018,592500,85718,-110.955.471,32.308.611,0.95,5854.48,1981,4,3,3907,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile, Natural Stone, Wood",5
21707729,550000,85637,-110.647.727,3.166.874,46.41,11238.38,1963,5,5,5115,0,"Compactor, Refrigerator",2,"Carpet, Ceramic Tile, Wood",0
21720611,565000,85718,-110.891.579,32.330.011,0.88,4895.93,1967,4,4,3093,2,"Dishwasher, Garbage Disposal, Refrigerator",1,"Ceramic Tile, Vinyl, Wood",258
21719775,580000,85750,-110.868.483,32.322.485,0.57,6036.29,1999,4,3,2607,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Black",1,"Carpet, Ceramic Tile, Wood",40
21726212,589900,85750,-110.853.266,32.302.979,0.25,5580,1989,3,2,3074,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Countertops: granite",1,Concrete,154
21713050,575000,85711,-110.885.639,32.208.798,2.5,3696.03,1954,4,4,4546,4,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Concrete",0
21800277,583110,85749,-110.770.012,32.252.851,3.33,4843,1996,4,3,3162,3,"Desk, Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Lazy Susan, Pantry: Closet, Refrigerator, Countertops: Composite Granite",2,"Carpet, Ceramic Tile, Wood",None
21801583,615000,85737,-110.973.386,32.398.304,0.88,4063.39,1994,3,2,2522,3,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Closet, Countertops: Granite/Quartzsite, Oven: GE Profile",2,"Wood, Other: Porcelain tile",None
21801641,580000,85718,-110.953.826,32.304.589,0.81,5261,1980,4,3,3261,2,"Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Black, Countertops: Tile, Microwave: Microwave, Oven: Oven",2,"Carpet, Ceramic Tile, Mexican Tile",7
21725590,618000,85755,-11.101.432,32.457.734,4.45,7623.87,2001,4,4,3311,4,"Desk, Dishwasher, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Countertops: Corian",0,"Carpet, Ceramic Tile, Wood",0
21806643,565000,85750,-110.819.189,32.278.246,0.66,5357.74,1986,5,4,3604,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Over Stove, Oven: Slide in Range",1,"Carpet, Ceramic Tile, Concrete",70
21729385,593000,85704,-111.007.062,32.312.531,3.73,9601.27,2005,7,4,5052,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Appliance Color: Black, Countertops: Granite, Microwave: Built In, Oven: Double",0,"Carpet, Other: Travertine",None
21807651,600000,85742,-111.034.275,32.444.616,5.13,8707.76,1993,5,2,2579,7,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Lazy Susan, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: built in SS, Oven: SS",2,"Carpet, Ceramic Tile",None
21803417,590000,85718,-110.914.905,32.304.747,1.41,5097.29,1980,3,3,2740,2,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2,"Natural Stone, Wood",0
21811912,600000,85755,-111.024.143,32.457.821,5,5803.84,2010,4,5,3644,4,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Marble, Microwave: Mounted, Oven: Double Oven",0,"Carpet, Concrete, Natural Stone",None
21806451,585000,85718,-110.880.168,32.314.928,01.07,5680,1976,3,4,3504,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: -",1,"Ceramic Tile, Concrete",None
21717989,570000,85712,-110.897.346,32.254.471,0.57,3513.5,1958,6,4,4300,6,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Ceramic Tile",0
21823210,570000,85739,-110.857.178,32.530.478,1.59,4101.42,2005,3,3,2782,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Almond, Countertops: Granite, Microwave: ., Oven: .",1,"Carpet, Ceramic Tile",199
21821297,590000,85718,-110.888.758,3.232.049,01.04,4368,1970,4,2,2851,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Countertops: granite, Microwave: yes, Oven: yes",1,Ceramic Tile,21
21821034,570000,85718,-110.889.549,32.331.453,01.04,5776.77,1968,4,4,3266,2,"Dishwasher, Double Sink, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless",2,"Carpet, Ceramic Tile",258.08
21828093,600000,85739,-110.873.684,32.541.808,1.31,4337.16,2007,4,5,3306,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite",1,"Carpet, Ceramic Tile",None
21827332,571300,85755,-110.978.732,32.439.254,0.21,1217.24,2016,4,3,2856,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Upper Cabinet, Oven: Double wall ovens",0,"Carpet, Ceramic Tile",24
21829433,565000,85749,-110.728.897,3.225.191,0.81,5507.61,1992,4,3,3935,3,"Dishwasher, Electric Range, Garbage Disposal, Appliance Color: Stainless, Microwave: yes",2,"Carpet, Ceramic Tile, Concrete",None
21906219,580000,85718,-11.096.033,32.329.594,0.58,6899.23,2003,4,4,3531,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Microwave: Built in",1,"Carpet, Ceramic Tile",5
21815347,605500,85718,-110.959.698,32.306.367,1.13,5230.43,1968,3,3,3879,2,"Dishwasher, Gas Range, Refrigerator, Microwave: ., Oven: .",3,"Ceramic Tile, Concrete, Wood",None
21907604,592500,85743,-111.085.407,32.315.688,3.37,7732.35,1999,4,4,3441,4,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Microwave: Over Cooktop, Oven: Wall",1,"Carpet, Ceramic Tile, Vinyl",135
21910423,525000,85743,-111.178.077,32.334.303,4.66,4464.22,2003,3,2,2966,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Travertine tile, Oven: Double convection",1,"Carpet, Ceramic Tile, Wood",None
21902028,555000,85749,-110.756.023,32.273.606,03.04,4753.82,2000,5,3,2928,3,"Dishwasher, Gas Range, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless Steel, Oven: Stainless Steel",0,"Carpet, Ceramic Tile",None
21900004,580000,85641,-110.677.244,32.097.552,1.89,1794.3,2018,3,3,3000,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Appliance Color: Stainless, Countertops: Granite, Microwave: combo, Oven: combe m/w",1,"Carpet, Ceramic Tile",93
21910174,600000,85718,-110.949.773,32.309.908,0.86,5115,1983,3,3,2683,3,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: stainless",2,"Carpet, Ceramic Tile, Wood",5
21905088,600000,85750,-110.871.191,32.313.062,0.97,5957.25,1976,3,4,2883,4,"Dishwasher, Double Sink, Garbage Disposal, Refrigerator, Warming Drawer, Countertops: Granite",1,"Carpet, Ceramic Tile",43.75
21831613,575000,85749,-110.796.623,32.251.469,0.49,6583.46,1996,5,5,4279,3,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: White, Countertops: corian, Microwave: yes, Oven: yes",0,"Carpet, Ceramic Tile, Laminate",149.04
21831614,610000,85749,-110.727.023,32.290.385,4,5979.17,1994,6,4,3482,2,"Dishwasher, Electric Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: White, Countertops: granite/formica, Microwave: yes, Oven: yes",3,"Carpet, Ceramic Tile",None
21910777,590000,85749,-110.731.783,32.243.574,0.59,5373.32,1972,4,4,4127,3.5,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: quartz, Microwave: Included",1,"Carpet, Ceramic Tile",None
21909341,612000,85750,-110.812.547,32.300.891,0.88,4930.65,1988,4,3,3166,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless",3,"Carpet, Mexican Tile, Wood",5
21918981,600000,85755,-110.985.749,32.435.778,0.6,6153.49,2003,4,3,2665,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: built in",2,Ceramic Tile,30
21431458,589000,85737,-110.943.934,32.401.662,0.23,1680.39,2014,3,3,2823,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Ceramic Tile",123
21514348,585000,85718,-1.108.887,32.323.817,1,4273.38,1969,4,4,3379,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Other",215
21525088,585000,85742,-111.028.247,32.412.287,1,6620.91,2002,3,3,3300,3,Dishwasher,0,"Carpet, Ceramic Tile",0
21622336,575000,85718,-110.894.904,32.332.234,0.83,6010,1965,4,4,4490,2,"Compactor, Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Concrete",0
21705718,595000,85750,-110.840.823,32.280.796,4.83,6865.66,1976,4,3,3450,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Mexican Tile, Other",0
21922140,599999,85755,-110.943.993,3.245.982,0.22,3183.47,1992,3,2,2489,2,Dishwasher,1,"Carpet, Ceramic Tile",None
21532559,598611,85743,-111.094.945,3.230.818,3.54,6387.85,1996,5,5,4099,5,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,0
21631700,614735,85704,-110.963.788,32.341.548,1.15,4574.19,1988,3,3,3955,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Vinyl, Wood",0
21829506,600000,85641,-110.710.582,31.971.741,01.04,3565.15,2007,5,4,2836,7,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: stainless",2,"Carpet, Ceramic Tile",None
21533744,579950,85715,-110.849.948,3.225.146,01.05,5389.66,1973,4,3,3366,0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Ceramic Tile, Wood",0
21203334,553750,85737,-110.943.222,32.401.959,0.29,7706,2009,3,4,2520,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,73
21718900,575000,85718,-110.883.383,32.287.115,0.98,3544.67,1979,4,3,2822,2,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Other, Countertops: Granite, Missing: Wine Refrigerator",1,"Carpet, Natural Stone",0
21330213,565000,85739,-110.892.736,32.522.267,0.18,3578,2009,3,3,2337,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,140
21319276,525000,85739,-110.870.953,32.533.425,0.2,4595,1997,3,3,3241,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",179
21412539,550000,85745,-11.109.976,32.236.071,2.73,6149.78,2008,5,5,6789,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Ceramic Tile,50
21428325,585000,85718,-110.953.271,32.314.506,0.73,4870.78,1989,4,4,3576,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",5
21404367,492500,85630,-110.062.075,31.916.028,36,5718,1998,3,2,3135,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",32
21500012,599999,85750,-110.857.759,32.322.799,0.37,4578.65,1989,5,3,3248,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile, Natural Stone, Wood",38
21433245,589000,85755,-110.985.054,32.435.763,0.58,5179,2002,3,3,3028,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Natural Stone",30
21512506,599900,85742,-111.076.675,32.385.289,3.31,5848.53,2003,3,4,3002,6,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
21523281,580000,85747,-110.750.036,32.159.905,3.67,3720.29,2006,4,3,2889,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",1,"Carpet, Ceramic Tile",0
21524562,580000,85718,-110.898.423,32.330.818,0.83,3598.68,1973,3,3,2764,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Natural Stone,75
21624949,568000,85749,-110.784.778,32.261.347,3.35,5178.84,1956,4,4,4640,3,"Dishwasher, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile",0
21701646,590000,85623,-110.915.902,32.587.407,0.43,271.8,2014,2,3,2615,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Ceramic Tile, Wood",180
21703004,600500,85718,-110.909.495,32.324.345,0.64,7102.19,1988,7,5,3912,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Ceramic Tile, Other",0
21128957,625000,85743,-111.126.192,32.339.015,3.4,6691.49,2007,4,4,4401,5,"Dishwasher, Microwave, Oven",3,"Ceramic Tile, Natural Stone, Other",45
21130294,580000,85718,-110.957.231,32.309.578,0.82,5429,2002,4,4,3143,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Ceramic Tile,6
21206962,590000,85745,-111.055.023,32.264.646,3.35,7849,2004,5,5,5170,3,"Dishwasher, Garbage Disposal, Microwave, Oven",1,Natural Stone,0
21201948,564000,85718,-110.910.594,32.319.799,0.21,4091,2005,4,2,2012,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",145
21200135,550000,85750,-110.856.897,32.285.645,0.83,7192.52,2005,4,4,4305,2,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1,Natural Stone,69
21224083,572000,85742,-111.013.589,32.389.474,3.95,9959.78,2004,5,5,4877,3,None,2,"Carpet, Natural Stone",53
21225304,595000,85749,-110.796.911,32.253.815,0.65,7003.29,1998,5,6,4279,6,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",114
21222011,562000,85749,-110.793.969,32.252.989,0.56,7009.49,1997,5,6,4279,3,"Dishwasher, Garbage Disposal, Oven",1,"Carpet, Ceramic Tile",149
21312234,575000,85718,-110.882.139,32.324.652,1,5555,1978,4,3,3712,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Concrete, Natural Stone",149
21312167,535000,85749,-110.704.335,3.226.944,2.37,5663,1995,4,4,3500,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Ceramic Tile,137
21313040,585000,85704,-110.989.727,3.238.208,01.07,4954,2002,4,3,2845,3,"Garbage Disposal, Refrigerator",2,"Carpet, Concrete",38
21307306,575000,85737,-110.971.378,3.239.114,1,4580.43,1963,4,3,3082,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",16
21308396,580000,85737,-110.943.528,32.399.661,0.61,6650,2001,4,5,2773,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Ceramic Tile",71
21713061,580162,85658,-1.111.081,32.469.273,0.25,1082.34,2017,3,4,2790,3,"Dishwasher, Garbage Disposal, Oven",0,"Carpet, Ceramic Tile",44
21700155,591000,85718,-110.951.351,32.321.087,0.79,6875.25,1995,4,3,3806,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Ceramic Tile, Natural Stone",4
21718339,570000,85614,-11.097.867,31.832.589,4,5205.31,2001,3,3,3004,3,"Dishwasher, Garbage Disposal, Refrigerator",2,Ceramic Tile,35
21729516,575000,85718,-110.938.319,32.324.322,01.06,4356.39,1978,3,3,2685,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: Built In",1,Ceramic Tile,15.45
21720975,547250,85742,-111.017.468,32.406.547,0.18,900.22,2016,5,5,3621,2,Dishwasher,0,"Carpet, Ceramic Tile",80
21801803,582000,85750,-110.871.226,32.323.922,0.5,7535.88,2000,4,3,3536,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Oven: Built in",2,"Carpet, Natural Stone",25
21803655,549000,85719,-110.954.609,32.247.054,0.28,6055.83,1978,4,5,4398,0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless, Microwave: Stainless, Oven: Double",2,"Ceramic Tile, Vinyl",None
21809718,569900,85658,-111.054.425,32.418.259,0.4,6542.57,2006,3,2,1910,2,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Microwave: Included, Oven: Included",3,Concrete,30
21813052,588000,85718,-110.876.409,32.298.516,1,4732.34,1977,4,3,2573,2,"Desk, Dishwasher, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: granite",1,"Carpet, Ceramic Tile",None
21802148,575000,85750,-110.823.313,3.226.572,0.83,7647.18,1979,5,4,4163,5,"Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Oven: Wall Oven",3,"Carpet, Mexican Tile",None
21808035,575000,85750,-110.829.751,32.319.817,1,6429.93,1986,4,3,2850,3,"Dishwasher, Garbage Disposal, Refrigerator, Appliance Color: Almond, Microwave: Unattached",3,"Carpet, Mexican Tile",66.66
21817268,590000,85755,-110.985.375,32.435.152,0.66,6316.32,2001,4,4,3172,3,"Desk, Dishwasher, Double Sink, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: White, Countertops: Granite, Oven: White",0,"Carpet, Natural Stone",35
21804055,575000,85755,-110.985.296,32.437.994,0.56,5610,2007,3,3,2914,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: -",1,"Carpet, Ceramic Tile",None
21817014,560000,85718,-110.905.668,32.296.429,0.54,5237.71,1988,4,3,3069,2,"Dishwasher, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Included, Oven: Included",3,"Ceramic Tile, Natural Stone",None
21829968,599900,85718,-110.946.009,3.231.492,0.73,5252.2,1993,4,3,2931,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: Stainless, Oven: Dual",1,"Carpet, Ceramic Tile",12
21900866,595000,85742,-111.017.631,32.387.467,3.34,7631.68,1991,5,3,3764,3,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",1,"Mexican Tile, Wood",None
21901810,580000,85743,-111.080.411,32.318.438,3.3,5688.92,2002,4,3,2691,3,"Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Countertops: Granite, Microwave: Stainless Steel",1,Ceramic Tile,134.5
21830932,575000,85718,-110.937.779,32.328.626,1.25,5848.45,1978,4,3,2939,2,"Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Appliance Color: Black, Countertops: Formica, Microwave: Yes, Oven: Yes",1,"Carpet, Ceramic Tile",8.33
21902730,590000,85749,-110.720.576,32.299.331,4.11,5556.46,2002,3,3,3556,2,"Dishwasher, Electric Range, Garbage Disposal, Island, Prep Sink",2,Natural Stone,None
21903210,565000,85750,-110.873.356,32.325.176,0.42,5462.65,1994,4,3,2775,2,"Desk, Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: GRANITE, Microwave: Stainless Steel",1,"Carpet, Ceramic Tile",100
21901766,589000,85737,-111.006.091,32.416.226,0.45,5883.23,2002,5,3,3325,3,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: GRANITE SLABS, Microwave: BUILT IN, Oven: WALL OVEN",1,"Carpet, Ceramic Tile, Other: WOOD LAMINATE",17
21828997,540000,85622,-111.000.178,31.844.163,2.9,6980.95,1968,3,5,5489,2,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: TUMBLED MARBLE, Microwave: BLACK, Oven: ELECTRIC",1,"Carpet, Ceramic Tile",None
3052078,570000,85622,-111.013.274,31.841.175,1,3377.68,2003,3,3,None,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: Stainless",1,"Concrete, Other: Stained concrete",02.08
3060897,570000,85614,-110.978.669,31.832.586,4,5222.2,2001,3,3,None,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Over Range, Oven",2,"Carpet, Ceramic Tile",35.83
21833052,580000,85742,-111.019.679,32.394.852,1.28,6643.21,2003,4,4,3476,3,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Corian, Missing: Refrigerator, Microwave: GE Profile Advantium, Oven: GE Profile Electric",2,"Carpet, Ceramic Tile",None
21906015,579500,85730,-110.762.345,32.185.389,3.39,3218.96,1981,5,5,3487,2,"Dishwasher, Double Sink, Electric Range, Island, Pantry: Closet, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Corian, Microwave: Stainless",1,"Ceramic Tile, Concrete",None
3045347,550000,85614,-111.008.754,31.841.141,0.99,3702.07,2007,2,None,None,3,"Dishwasher, Garbage Disposal, Island, Lazy Susan, Pantry: Closet, Microwave",,"Carpet, Other: Tile-Other","1,2"
21901097,579900,85750,-110.851.266,32.311.346,0.87,6136,1988,4,4,3257,2,"Double Sink, Gas Range, Island, Pantry: Cabinet, Appliance Color: Black, Countertops: Granite, Microwave: Yes, Oven: Yes",2,"Carpet, Mexican Tile, Wood",44
21912720,595000,85750,-110.844.925,3.232.506,0.18,5973.33,1994,4,3,3277,2,"Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: White, Countertops: granite, Microwave: White",1,"Carpet, Ceramic Tile, Wood",142
21905981,605000,85749,-110.783.048,32.247.071,0.38,1772.15,2019,4,4,3524,2,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Quartz, Microwave: Included, Oven: Professional 36'' Gas",1,"Carpet, Ceramic Tile, Wood",32
21904333,580000,85743,-11.109.808,32.301.941,4.33,2055.19,2018,4,3,2716,4,"Dishwasher, Electric Range, Pantry: Walk-In, Refrigerator, Countertops: Granite, Microwave: Built In",1,Other: Porcelain Tile,None
21923146,589000,85750,-110.847.006,32.286.944,0.32,4727.92,1985,3,2,2447,2,"Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",1,"Carpet, Ceramic Tile",109
21921821,599900,85658,-111.073.607,32.432.527,0.21,7728.48,2006,5,3,3458,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: +Convection Built-in, Oven: Built-in",1,"Carpet, Ceramic Tile, Wood",44
21324452,565000,85747,-110.724.523,32.120.572,3.77,3898.11,1996,3,4,3313,6,"Dishwasher, Garbage Disposal, Oven",1,"Ceramic Tile, Wood",0
21401884,600000,85715,-110.853.508,32.256.887,01.04,6822.19,1972,4,4,3883,2,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Wood",48
21332319,583500,85623,-110.923.709,32.584.574,0.28,2605,2011,2,3,2893,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Ceramic Tile, Wood",150
21527154,590000,85718,-110.945.658,32.312.553,0.78,4670,1991,3,3,2990,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Mexican Tile, Natural Stone",4
21629759,585000,85718,-110.955.972,32.312.004,0.92,6229.76,1985,5,5,4817,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete, Wood, Other",5
